Percentile_Score,RawScore1,RawScore2,RawScore3,RawScore4
100.0,200.0,194.0,188.0,200.0
94.1176471,192.0,,186.0,
92.8571429,191.5714285762857,192.0,185.5714285762857,
92.3076923,191.38461537415384,184.9230763286154,185.38461537415384,194.0
88.2352941,190.0,132.47058793223533,184.0,143.1764705148236
85.7142857,187.428571414,100.0,182.285714276,111.7142857142858
84.6153846,186.30769228415383,91.07692301446149,181.5384615227692,98.0
82.3529412,184.0,72.70588249623529,180.0,82.11764734788238
78.5714286,181.4285714577143,42.0,174.85714291542857,55.57142892242861
76.9230769,180.30769231292308,38.30769222153845,172.61538462584616,44.0
76.4705882,180.0,37.29411754164704,172.0,43.76470587623529
71.4285714,101.14285669600002,26.0,72.57142800800003,41.14285714285714
70.5882353,88.0,24.58823534352941,56.0,40.705882371294116
69.2307692,78.76923045538464,22.30769228184616,51.38461522769232,40.0
64.7058824,48.0,14.70588241223529,36.0,35.29411773270588
64.2857143,47.428571389714286,14.0,34.85714277942858,34.85714290914286
61.5384615,43.69230761907692,10.15384611076923,27.384615238153852,32.0
58.8235294,40.0,6.352941201176469,20.0,31.294117654705882
57.1428571,34.857142726000006,4.0,18.285714242,30.857142857142858
53.8461538,24.76923055738463,3.076923070461539,14.923076852461545,30.0
52.9411765,22.0,2.8235294249411758,14.0,29.76470589917647
50.0,15.0,2.0,11.5,29.0
47.0588235,8.0,1.1764705750588242,9.0,28.23529410082353
46.1538462,7.692307715846152,0.9230769295384607,8.384615431692303,28.0
42.8571429,6.571428586,0.0,6.1428571719999985,27.142857142857142
41.1764706,6.0,-0.47058824023529333,5.0,26.705882345294118
38.4615385,4.15384619046154,-1.2307692221538449,4.07692309523077,26.0
35.7142857,2.2857143051428555,-2.0,3.1428571525714277,25.285714272714284
35.2941176,2.0,-2.5882353435294094,3.0,25.17647056682353
30.7692308,1.2307692386153846,-8.923076901538463,2.230769238615385,24.0
29.4117647,1.0,-10.823529452941179,2.0,19.941176365058823
28.5714286,0.8571428620000003,-12.0,1.7142857240000007,17.428571428571434
23.5294118,0.0,-13.411764692705884,0.0,2.3529412116470585
23.0769231,-0.07692307823076923,-13.53846152769231,-0.23076923469230767,1.0
21.4285714,-0.3571428644285713,-14.0,-1.0714285932857137,0.35714283764285737
17.6470588,-1.0,-22.470588274823527,-3.0,-1.1176470748823526
15.3846154,-2.9230769034615385,-27.538461521230772,-10.307692233153846,-2.0
14.2857143,-3.8571428449999994,-30.0,-13.857142810999996,-7.428571428571424
11.7647059,-6.0,-32.117647039058824,-22.0,-19.88235291211765
7.6923077,-29.538461360615386,-35.53846149969231,-31.692307619076924,-40.0
7.1428571,-32.71428579685714,-36.0,-33.000000034,
5.8823529,-40.0,,-36.0,
